"223","Remoraid","53","Persian","Level Up [25]"
"228","Houndour","282","Gardevoir","Level Up [24]"
"231","Phanpy","465","Tangrowth","Level Up [25]"
"236","Tyrogue","193","Yanma","Level Up (Attack > Defense) [20]"
"236","Tyrogue","312","Minun","Level Up (Attack < Defense) [20]"
"236","Tyrogue","24","Arbok","Level Up (Attack = Defense) [20]"
"238","Smoochum","421","Cherrim","Level Up [30]"
"239","Elekid","139","Omastar","Level Up [30]"
"240","Magby","126","Magmar","Level Up [30]"
"246","Larvitar","226","Mantine","Level Up [30]"
"247","Pupitar","59","Arcanine","Level Up [55]"
"252","Treecko","159","Croconaw","Level Up [16]"
"253","Grovyle","181","Ampharos","Level Up [36]"
"255","Torchic","198","Murkrow","Level Up [16]"
"256","Combusken","405","Luxray","Level Up [36]"
"258","Mudkip","259","Marshtomp","Level Up [16]"
"259","Marshtomp","34","Nidoking","Level Up [36]"
"261","Poochyena","164","Noctowl","Level Up [18]"
"263","Zigzagoon","24","Arbok","Level Up [20]"
"265","Wurmple","194","Wooper","Level Up (Random < 5) [7]"
"265","Wurmple","172","Pichu","Level Up (Random > 5) [7]"
"266","Silcoon","51","Dugtrio","Level Up [10]"
"268","Cascoon","269","Dustox","Level Up [10]"
"270","Lotad","331","Cacnea","Level Up [14]"
"271","Lombre","295","Exploud","Used Item [Water Stone]"
"273","Seedot","363","Spheal","Level Up [14]"
"274","Nuzleaf","186","Politoed","Used Item [Leaf Stone]"
"276","Taillow","5","Charmeleon","Level Up [22]"
"278","Wingull","211","Qwilfish","Level Up [25]"
"280","Ralts","374","Beldum","Level Up [20]"
"281","Kirlia","229","Houndoom","Level Up [30]"
"281","Kirlia","282","Gardevoir","Level Up with Held Item (Male) [Dawn Stone]"
"283","Surskit","53","Persian","Level Up [22]"
"285","Shroomish","286","Breloom","Level Up [23]"
"287","Slakoth","310","Manectric","Level Up [18]"
"288","Vigoroth","445","Garchomp","Level Up [36]"
"290","Nincada","348","Armaldo","Level Up (Ninjask) [20]"
"290","Nincada","347","Anorith","Level Up (Shedinja) [20]"
"293","Whismur","294","Loudred","Level Up [20]"
"294","Loudred","272","Ludicolo","Level Up [40]"
"296","Makuhita","342","Crawdaunt","Level Up [24]"
"298","Azurill","39","Jigglypuff","Level Up with Friendship"
"299","Nosepass","462","Magnezone","Level Up at Electric"
"300","Skitty","325","Spoink","Used Item [Moon Stone]"
"304","Aron","288","Vigoroth","Level Up [32]"
"305","Lairon","245","Suicune","Level Up [42]"
"307","Meditite","24","Arbok","Level Up [37]"
"309","Electrike","310","Manectric","Level Up [26]"
"315","Roselia","157","Typhlosion","Used Item [Shiny Stone]"
"316","Gulpin","317","Swalot","Level Up [26]"
"318","Carvanha","319","Sharpedo","Level Up [30]"
"320","Wailmer","317","Swalot","Level Up [40]"
"322","Numel","119","Seaking","Level Up [33]"
"325","Spoink","326","Grumpig","Level Up [32]"
"328","Trapinch","252","Treecko","Level Up [35]"
"329","Vibrava","254","Sceptile","Level Up [45]"
"331","Cacnea","272","Ludicolo","Level Up [32]"
"333","Swablu","334","Altaria","Level Up [35]"
"339","Barboach","80","Slowbro","Level Up [30]"
"341","Corphish","297","Hariyama","Level Up [30]"
"343","Baltoy","344","Claydol","Level Up [36]"
"345","Lileep","335","Zangoose","Level Up [40]"
"347","Anorith","348","Armaldo","Level Up [40]"
"349","Feebas","334","Altaria","Level Up (Beauty) [170]"
"353","Shuppet","354","Banette","Level Up [37]"
"355","Duskull","210","Granbull","Level Up [37]"
"360","Wynaut","12","Butterfree","Level Up [15]"
"361","Snorunt","340","Whiscash","Level Up [42]"
"361","Snorunt","203","Girafarig","Level Up with Held Item (Female) [Dawn Stone]"
"363","Spheal","180","Flaaffy","Level Up [32]"
"364","Sealeo","365","Walrein","Level Up [44]"
"371","Bagon","444","Gabite","Level Up [30]"
"372","Shelgon","59","Arcanine","Level Up [50]"
"374","Beldum","357","Tropius","Level Up [20]"
"375","Metang","490","Manaphy","Level Up [45]"
"387","Turtwig","153","Bayleef","Level Up [18]"
"388","Grotle","154","Meganium","Level Up [32]"
"390","Chimchar","215","Sneasel","Level Up [14]"
"391","Monferno","251","Celebi","Level Up [36]"
"393","Piplup","398","Staraptor","Level Up [16]"
"394","Prinplup","398","Staraptor","Level Up [36]"
"396","Starly","92","Gastly","Level Up [14]"
"397","Staravia","94","Gengar","Level Up [34]"
"399","Bidoof","137","Porygon","Level Up [15]"
"401","Kricketot","402","Kricketune","Level Up [10]"
"403","Shinx","198","Murkrow","Level Up [15]"
"404","Luxio","430","Honchkrow","Level Up [30]"
"406","Budew","67","Machoke","Level Up at Morning"
"408","Cranidos","409","Rampardos","Level Up [30]"
"410","Shieldon","313","Volbeat","Level Up [30]"
"412","Burmy","237","Hitmontop","Level Up Female [20]"
"412","Burmy","195","Quagsire","Level Up Male [20]"
"415","Combee","189","Jumpluff","Level Up Female [21]"
"418","Buizel","57","Primeape","Level Up [26]"
"420","Cherubi","400","Bibarel","Level Up [25]"
"422","Shellos","125","Electabuzz","Level Up [30]"
"425","Drifloon","426","Drifblim","Level Up [28]"
"427","Buneary","135","Jolteon","Level Up with Friendship"
"431","Glameow","432","Purugly","Level Up [38]"
"433","Chingling","358","Chimecho","Level Up at Night"
"434","Stunky","89","Muk","Level Up [34]"
"436","Bronzor","323","Camerupt","Level Up [33]"
"440","Happiny","113","Chansey","Level Up with Held Item (Day) [Oval Stone]"
"443","Gible","444","Gabite","Level Up [24]"
"444","Gabite","373","Salamence","Level Up [48]"
"446","Munchlax","473","Mamoswine","Level Up with Friendship"
"447","Riolu","260","Swampert","Level Up at Morning"
"449","Hippopotas","142","Aerodactyl","Level Up [34]"
"451","Skorupi","234","Stantler","Level Up [40]"
"453","Croagunk","38","Ninetales","Level Up [37]"
"456","Finneon","409","Rampardos","Level Up [31]"
"458","Mantyke","227","Skarmory","Level up with Party [Remoraid]"
"459","Snover","460","Abomasnow","Level Up [40]"
"61","Poliwhirl","461","Weavile","Trade with Held Item [King's Rock]"
"64","Kadabra","461","Weavile","Trade"
"67","Machoke","68","Machamp","Trade"
"75","Graveler","76","Golem","Trade"
"79","Slowpoke","85","Dodrio","Trade with Held Item [King's Rock]"
"93","Haunter","472","Gliscor","Trade"
"95","Onix","208","Steelix","Trade with Held Item [Metal Coat]"
"108","Lickitung","463","Lickilicky","Level Up with Move [Rollout]"
"112","Rhydon","481","Mesprit","Trade with Held Item [Protector]"
"114","Tangela","474","Porygon-Z","Level Up with Move [Ancient Power]"
"117","Seadra","196","Espeon","Trade with Held Item [Dragon Scale]"
"123","Scyther","28","Sandslash","Trade with Held Item [Metal Coat]"
"125","Electabuzz","89","Muk","Trade with Held Item [Electirizer]"
"126","Magmar","465","Tangrowth","Trade with Held Item [Magmarizer]"
"137","Porygon","232","Donphan","Trade with Held Item [Up-Grade]"
"190","Aipom","424","Ambipom","Level Up with Move [Double Hit]"
"193","Yanma","469","Yanmega","Level Up with Move [Ancient Power]"
"221","Piloswine","241","Miltank","Level Up with Move [Ancient Power]"
"233","Porygon2","442","Spiritomb","Trade with Held Item [Dubious Disc]"
"356","Dusclops","210","Granbull","Trade with Held Item [Reaper Cloth]"
"366","Clamperl","409","Rampardos","Trade with Held Item [Deep Sea Tooth]"
"366","Clamperl","368","Gorebyss","Trade with Held Item [Deep Sea Scale]"
"438","Bonsly","185","Sudowoodo","Level Up with Move [Mimic]"
"439","Mime Jr.","413","Wormadam","Level Up with Move [Mimic]"
