662,Fletchinder,164,Noctowl,"Level Up [35]"
661,Fletchling,255,Torchic,"Level Up [17]"
670,Floette,703,Carbink,"Used Item [Shiny Stone]"
590,Foongus,045,Vileplume,"Level Up [39]"
611,Fraxure,381,Latios,"Level Up [48]"
592,Frillish,477,Dusknoir,"Level Up [40]"
656,Froakie,457,Lumineon,"Level Up [16]"
657,Frogadier,368,Gorebyss,"Level Up [36]"
444,Gabite,232,Donphan,"Level Up [48]"
092,Gastly,015,Beedrill,"Level Up [25]"
074,Geodude,409,Rampardos,"Level Up [25]"
443,Gible,111,Rhyhorn,"Level Up [24]"
431,Glameow,398,Staraptor,"Level Up [38]"
207,Gligar,189,Jumpluff,"Level Up with Held Item (Night) [Razor Fang]"
044,Gloom,407,Roserade,"Used Item [Leaf Stone]"
044,Gloom,455,Carnivine,"Used Item [Sun Stone]"
042,Golbat,207,Gligar,"Level Up with Friendship"
118,Goldeen,550,Basculin,"Level Up [33]"
622,Golett,075,Graveler,"Level Up [43]"
704,Goomy,718,Zygarde,"Level Up [40]"
574,Gothita,528,Swoobat,"Level Up [32]"
575,Gothorita,203,Girafarig,"Level Up [41]"
075,Graveler,232,Donphan,"Trade"
088,Grimer,045,Vileplume,"Level Up [38]"
388,Grotle,076,Golem,"Level Up [32]"
253,Grovyle,598,Ferrothorn,"Level Up [36]"
058,Growlithe,146,Moltres,"Used Item [Fire Stone]"
316,Gulpin,003,Venusaur,"Level Up [26]"
533,Gurdurr,107,Hitmonchan,"Trade"
440,Happiny,288,Vigoroth,"Level Up with Held Item (Day) [Oval Stone]"
093,Haunter,336,Seviper,"Trade"
694,Helioptile,398,Staraptor,"Used Item [Sun Stone]"
507,Herdier,628,Braviary,"Level Up [32]"
449,Hippopotas,537,Seismitoad,"Level Up [34]"
679,Honedge,477,Dusknoir,"Level Up [35]"
163,Hoothoot,295,Exploud,"Level Up [20]"
187,Hoppip,291,Ninjask,"Level Up [18]"
116,Horsea,689,Barbaracle,"Level Up [32]"
228,Houndour,485,Heatran,"Level Up [24]"
174,Igglybuff,084,Doduo,"Level Up with Friendship"
686,Inkay,342,Crawdaunt,"Level Up with 3DS Upside Down [30]"
002,Ivysaur,407,Roserade,"Level Up [32]"
039,Jigglypuff,352,Kecleon,"Used Item [Moon Stone]"
595,Joltik,469,Yanmega,"Level Up [36]"
140,Kabuto,121,Starmie,"Level Up [40]"
064,Kadabra,196,Espeon,"Trade"
014,Kakuna,284,Masquerain,"Level Up [10]"
588,Karrablast,707,Klefki,"Trade for opposite Karrablast/Shelmet"
281,Kirlia,719,Diancie,"Level Up [30]"
281,Kirlia,539,Sawk,"Level Up with Held Item (Male) [Dawn Stone]"
600,Klang,625,Bisharp,"Level Up [49]"
599,Klink,448,Lucario,"Level Up [38]"
109,Koffing,569,Garbodor,"Level Up [35]"
098,Krabby,658,Greninja,"Level Up [28]"
401,Kricketot,313,Volbeat,"Level Up [10]"
552,Krokorok,450,Hippowdon,"Level Up [40]"
305,Lairon,649,Genesect,"Level Up [42]"
608,Lampent,136,Flareon,"Used Item [Dusk Stone]"
636,Larvesta,205,Forretress,"Level Up [59]"
246,Larvitar,529,Drilbur,"Level Up [30]"
165,Ledyba,580,Ducklett,"Level Up [18]"
108,Lickitung,628,Braviary,"Level Up with Move [Rollout]"
345,Lileep,002,Ivysaur,"Level Up [40]"
506,Lillipup,505,Watchog,"Level Up [16]"
667,Litleo,288,Vigoroth,"Level Up [35]"
607,Litwick,126,Magmar,"Level Up [41]"
271,Lombre,141,Kabutops,"Used Item [Water Stone]"
270,Lotad,007,Squirtle,"Level Up [14]"
294,Loudred,335,Zangoose,"Level Up [40]"
404,Luxio,642,Thundurus,"Level Up [30]"
067,Machoke,057,Primeape,"Trade"
066,Machop,237,Hitmontop,"Level Up [28]"
240,Magby,609,Chandelure,"Level Up [30]"
129,Magikarp,272,Ludicolo,"Level Up [20]"
126,Magmar,392,Infernape,"Trade with Held Item [Magmarizer]"
081,Magnemite,479,Rotom,"Level Up [30]"
082,Magneton,625,Bisharp,"Level Up at Electric"
296,Makuhita,214,Heracross,"Level Up [24]"
056,Mankey,701,Hawlucha,"Level Up [28]"
458,Mantyke,561,Sigilyph,"Level up with Party [Remoraid]"
179,Mareep,100,Voltorb,"Level Up [15]"
183,Marill,008,Wartortle,"Level Up [18]"
259,Marshtomp,171,Lanturn,"Level Up [36]"
307,Meditite,103,Exeggutor,"Level Up [37]"
052,Meowth,520,Tranquill,"Level Up [28]"
375,Metang,385,Jirachi,"Level Up [45]"
011,Metapod,166,Ledian,"Level Up [10]"
619,Mienfoo,308,Medicham,"Level Up [50]"
439,Mime Jr.,040,Wigglytuff,"Level Up with Move [Mimic]"
572,Minccino,085,Dodrio,"Used Item [Shiny Stone]"
200,Misdreavus,681,Aegislash,"Used Item [Dusk Stone]"
391,Monferno,059,Arcanine,"Level Up [36]"
258,Mudkip,657,Frogadier,"Level Up [16]"
446,Munchlax,233,Porygon2,"Level Up with Friendship"
517,Munna,579,Reuniclus,"Used Item [Moon Stone]"
198,Murkrow,435,Skuntank,"Used Item [Dusk Stone]"
177,Natu,326,Grumpig,"Level Up [25]"
029,Nidoran♀,690,Skrelp,"Level Up [16]"
032,Nidoran♂,024,Arbok,"Level Up [16]"
030,Nidorina,076,Golem,"Used Item [Moon Stone]"
033,Nidorino,569,Garbodor,"Used Item [Moon Stone]"
290,Nincada,627,Rufflet,"Level Up (Ninjask) [20]"
714,Noibat,178,Xatu,"Level Up [48]"
299,Nosepass,589,Escavalier,"Level Up at Electric"
322,Numel,553,Krookodile,"Level Up [33]"
274,Nuzleaf,357,Tropius,"Used Item [Leaf Stone]"
043,Oddish,586,Sawsbuck,"Level Up [21]"
138,Omanyte,199,Slowking,"Level Up [40]"
095,Onix,632,Durant,"Trade with Held Item [Metal Coat]"
501,Oshawott,117,Seadra,"Level Up [17]"
536,Palpitoad,055,Golduck,"Level Up [36]"
674,Pancham,107,Hitmonchan,"Dark Type in Party [32]"
515,Panpour,581,Swanna,"Used Item [Water Stone]"
511,Pansage,332,Cacturne,"Used Item [Leaf Stone]"
513,Pansear,663,Talonflame,"Used Item [Fire Stone]"
046,Paras,666,Vivillon,"Level Up [24]"
504,Patrat,203,Girafarig,"Level Up [20]"
624,Pawniard,687,Malamar,"Level Up [52]"
548,Petilil,154,Meganium,"Used Item [Sun Stone]"
231,Phanpy,260,Swampert,"Level Up [25]"
708,Phantump,003,Venusaur,"Trade"
172,Pichu,595,Joltik,"Level Up with Friendship"
017,Pidgeotto,695,Heliolisk,"Level Up [36]"
016,Pidgey,083,Farfetch'd,"Level Up [18]"
519,Pidove,108,Lickitung,"Level Up [21]"
499,Pignite,539,Sawk,"Level Up [36]"
025,Pikachu,596,Galvantula,"Used Item [Thunder Stone]"
221,Piloswine,389,Torterra,"Level Up with Move [Ancient Power]"
204,Pineco,127,Pinsir,"Level Up [31]"
393,Piplup,008,Wartortle,"Level Up [16]"
060,Poliwag,117,Seadra,"Level Up [25]"
061,Poliwhirl,620,Mienshao,"Used Item [Water Stone]"
061,Poliwhirl,139,Omastar,"Trade with Held Item [King's Rock]"
077,Ponyta,663,Talonflame,"Level Up [40]"
261,Poochyena,461,Weavile,"Level Up [18]"
137,Porygon,424,Ambipom,"Trade with Held Item [Up-Grade]"
233,Porygon2,128,Tauros,"Trade with Held Item [Dubious Disc]"
394,Prinplup,589,Escavalier,"Level Up [36]"
054,Psyduck,272,Ludicolo,"Level Up [33]"
710,Pumpkaboo,609,Chandelure,"Trade"
247,Pupitar,658,Greninja,"Level Up [55]"
509,Purrloin,302,Sableye,"Level Up [20]"
156,Quilava,006,Charizard,"Level Up [36]"
651,Quilladin,500,Emboar,"Level Up [36]"
280,Ralts,374,Beldum,"Level Up [20]"
019,Rattata,264,Linoone,"Level Up [20]"
223,Remoraid,062,Poliwrath,"Level Up [25]"
112,Rhydon,260,Swampert,"Trade with Held Item [Protector]"
111,Rhyhorn,369,Relicanth,"Level Up [42]"
447,Riolu,530,Excadrill,"Level Up at Morning"
524,Roggenrola,185,Sudowoodo,"Level Up [25]"
315,Roselia,598,Ferrothorn,"Used Item [Shiny Stone]"
627,Rufflet,663,Talonflame,"Level Up [54]"
551,Sandile,629,Vullaby,"Level Up [29]"
027,Sandshrew,340,Whiscash,"Level Up [22]"
664,Scatterbug,401,Kricketot,"Level Up [9]"
559,Scraggy,461,Weavile,"Level Up [39]"
123,Scyther,617,Accelgor,"Trade with Held Item [Metal Coat]"
117,Seadra,706,Goodra,"Trade with Held Item [Dragon Scale]"
364,Sealeo,503,Samurott,"Level Up [44]"
273,Seedot,672,Skiddo,"Level Up [14]"
086,Seel,689,Barbaracle,"Level Up [34]"
161,Sentret,667,Litleo,"Level Up [15]"
496,Servine,709,Trevenant,"Level Up [36]"
540,Sewaddle,252,Treecko,"Level Up [20]"
372,Shelgon,085,Dodrio,"Level Up [50]"
090,Shellder,419,Floatzel,"Used Item [Water Stone]"
422,Shellos,321,Wailord,"Level Up [30]"
616,Shelmet,205,Forretress,"Trade for opposite Karrablast/Shelmet"
410,Shieldon,639,Terrakion,"Level Up [30]"
403,Shinx,171,Lanturn,"Level Up [15]"
285,Shroomish,002,Ivysaur,"Level Up [23]"
353,Shuppet,563,Cofagrigus,"Level Up [37]"
266,Silcoon,018,Pidgeot,"Level Up [10]"
672,Skiddo,652,Chesnaught,"Level Up [32]"
188,Skiploom,455,Carnivine,"Level Up [27]"
300,Skitty,531,Audino,"Used Item [Moon Stone]"
451,Skorupi,691,Dragalge,"Level Up [40]"
690,Skrelp,094,Gengar,"Level Up [48]"
287,Slakoth,128,Tauros,"Level Up [18]"
705,Sliggoo,644,Zekrom,"Overworld Rain [50]"
079,Slowpoke,134,Vaporeon,"Level Up [37]"
079,Slowpoke,581,Swanna,"Trade with Held Item [King's Rock]"
218,Slugma,185,Sudowoodo,"Level Up [38]"
238,Smoochum,199,Slowking,"Level Up [30]"
215,Sneasel,124,Jynx,"Level Up with Held Item (Night) [Razor Claw]"
495,Snivy,586,Sawsbuck,"Level Up [17]"
361,Snorunt,131,Lapras,"Level Up [42]"
361,Snorunt,711,Gourgeist,"Level Up with Held Item (Female) [Dawn Stone]"
459,Snover,673,Gogoat,"Level Up [40]"
209,Snubbull,683,Aromatisse,"Level Up [23]"
577,Solosis,325,Spoink,"Level Up [32]"
021,Spearow,469,Yanmega,"Level Up [20]"
665,Spewpa,284,Masquerain,"Level Up [12]"
363,Spheal,400,Bibarel,"Level Up [32]"
167,Spinarak,291,Ninjask,"Level Up [22]"
325,Spoink,437,Bronzong,"Level Up [32]"
682,Spritzee,040,Wigglytuff,"Trade with Held Item [Sachet]"
007,Squirtle,099,Kingler,"Level Up [16]"
397,Staravia,414,Mothim,"Level Up [34]"
396,Starly,165,Ledyba,"Level Up [14]"
120,Staryu,395,Empoleon,"Used Item [Water Stone]"
434,Stunky,569,Garbodor,"Level Up [34]"
191,Sunkern,591,Amoonguss,"Used Item [Sun Stone]"
283,Surskit,567,Archeops,"Level Up [22]"
333,Swablu,193,Yanma,"Level Up [35]"
541,Swadloon,103,Exeggutor,"Level Up with Friendship"
220,Swinub,259,Marshtomp,"Level Up [33]"
684,Swirlix,468,Togekiss,"Trade with Held Item [Whipped Dream]"
276,Taillow,207,Gligar,"Level Up [22]"
114,Tangela,003,Venusaur,"Level Up with Move [Ancient Power]"
216,Teddiursa,508,Stoutland,"Level Up [30]"
072,Tentacool,593,Jellicent,"Level Up [30]"
498,Tepig,391,Monferno,"Level Up [17]"
532,Timburr,559,Scraggy,"Level Up [25]"
564,Tirtouga,279,Pelipper,"Level Up [37]"
175,Togepi,177,Natu,"Level Up with Friendship"
176,Togetic,145,Zapdos,"Used Item [Shiny Stone]"
255,Torchic,608,Lampent,"Level Up [16]"
158,Totodile,117,Seadra,"Level Up [18]"
520,Tranquill,143,Snorlax,"Level Up [32]"
328,Trapinch,704,Goomy,"Level Up [35]"
252,Treecko,496,Servine,"Level Up [16]"
568,Trubbish,031,Nidoqueen,"Level Up [36]"
387,Turtwig,407,Roserade,"Level Up [18]"
535,Tympole,224,Octillery,"Level Up [25]"
602,Tynamo,642,Thundurus,"Level Up [39]"
236,Tyrogue,237,Hitmontop,"Level Up (Attack < Defense) [20]"
236,Tyrogue,620,Mienshao,"Level Up (Attack > Defense) [20]"
236,Tyrogue,062,Poliwrath,"Level Up (Attack = Defense) [20]"
696,Tyrunt,635,Hydreigon,"Level Up (@) at Night [39]"
583,Vanillish,460,Abomasnow,"Level Up [47]"
582,Vanillite,364,Sealeo,"Level Up [35]"
543,Venipede,168,Ariados,"Level Up [22]"
048,Venonat,070,Weepinbell,"Level Up [31]"
329,Vibrava,334,Altaria,"Level Up [45]"
288,Vigoroth,508,Stoutland,"Level Up [36]"
100,Voltorb,596,Galvantula,"Level Up [30]"
629,Vullaby,461,Weavile,"Level Up [54]"
037,Vulpix,555,Darmanitan,"Used Item [Fire Stone]"
320,Wailmer,658,Greninja,"Level Up [40]"
008,Wartortle,489,Phione,"Level Up [36]"
013,Weedle,665,Spewpa,"Level Up [7]"
070,Weepinbell,154,Meganium,"Used Item [Leaf Stone]"
544,Whirlipede,047,Parasect,"Level Up [30]"
293,Whismur,040,Wigglytuff,"Level Up [20]"
278,Wingull,593,Jellicent,"Level Up [25]"
527,Woobat,358,Chimecho,"Level Up with Friendship"
194,Wooper,027,Sandshrew,"Level Up [20]"
265,Wurmple,265,Wurmple,"Level Up (Random < 5) [7]"
265,Wurmple,014,Kakuna,"Level Up (Random > 5) [7]"
360,Wynaut,575,Gothorita,"Level Up [15]"
562,Yamask,623,Golurk,"Level Up [34]"
193,Yanma,558,Crustle,"Level Up with Move [Ancient Power]"
263,Zigzagoon,083,Farfetch'd,"Level Up [20]"
570,Zorua,452,Drapion,"Level Up [30]"
041,Zubat,169,Crobat,"Level Up [22]"
634,Zweilous,373,Salamence,"Level Up [64]"
